Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
area code 704,3,3,12100,37,1.75,https://www.dialpad.com/features/local-phone-numbers/704-area-code/,84,0,147.00,0,63700000,"[36,44,36,36,36,44,44,44,36,36,29,19]",2026-02-22,"Image pack, Video, People also ask, Related searches, Things to know, AI overview",informational,Organic
area code 818,7,7,12100,33,0.00,https://www.dialpad.com/features/local-phone-numbers/818-747-area-code/,84,0,0.00,0,53800000,"[44,54,44,44,44,44,44,54,44,54,66,44]",2026-02-22,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
area code 405,4,4,12100,34,0.00,https://www.dialpad.com/features/local-phone-numbers/405-area-code/,84,0,0.00,0,127000000,"[24,36,36,36,36,36,36,44,44,44,44,29]",2026-02-22,"Image pack, Video, People also ask, Related searches, Things to know, AI overview",informational,Organic
area code 919,8,8,12100,15,0.00,https://www.dialpad.com/features/local-phone-numbers/919-984-area-code/,84,0,0.00,0,53600000,"[36,44,36,44,36,44,36,44,36,36,29,19]",2026-02-22,"Image pack, Video, People also ask, Related searches, See results about, AI overview",informational,Organic
area code 425,4,4,12100,23,3.17,https://www.dialpad.com/features/local-phone-numbers/425-area-code/,84,0,266.00,0,115000000,"[20,29,24,24,24,24,20,20,16,24,16,20]",2026-02-19,"Image pack, People also ask, Related searches, Things to know, AI overview",informational,Organic
606,9,9,12100,36,0.00,https://www.dialpad.com/features/local-phone-numbers/606-area-code/,84,0,0.00,0.03,325000000,"[81,100,100,100,66,100,100,81,66,66,100,100]",2026-02-19,"Video, Image, People also ask, AI overview",informational,Organic
dialing code 267,17,17,27100,28,0.61,https://www.dialpad.com/features/local-phone-numbers/267-area-code/,81,0,49.00,0,13600000,"[1,0,16,100,66,29,81,0,1,24,13,29]",2026-02-21,"Video, Related searches, AI overview",informational,Organic
area code 805,4,4,14800,29,0.00,https://www.dialpad.com/features/local-phone-numbers/805-area-code/,74,0,0.00,0,57900000,"[67,54,44,54,44,54,44,44,44,44,44,29]",2026-02-17,"Image pack, Video, People also ask, Related searches, Things to know, AI overview",informational,Organic
307 area code,11,11,49500,29,0.00,https://www.dialpad.com/features/local-phone-numbers/307-area-code/,74,0,0.00,0,135000000,"[66,81,66,81,81,81,81,81,100,81,81,54]",2026-02-16,"Sitelinks, Video, People also ask, Related searches, Things to know, AI overview",informational,Organic
area code 405 oklahoma,4,4,14800,30,0.00,https://www.dialpad.com/features/local-phone-numbers/405-area-code/,74,0,0.00,0,8590000,"[66,66,66,81,66,66,66,81,81,81,100,66]",2026-02-22,"Video, People also ask, Related searches, Things to know, AI overview",informational,Organic
area code 510,4,4,14800,34,0.00,https://www.dialpad.com/features/local-phone-numbers/510-area-code/,74,0,0.00,0,159000000,"[54,36,36,44,36,36,36,44,44,44,36,36]",2026-02-21,"Image pack, Sitelinks, Video, People also ask, Related searches, Things to know, AI overview",informational,Organic
312,6,6,14800,29,0.56,https://www.dialpad.com/features/local-phone-numbers/312-773-872-area-code/,74,0,41.00,0.03,638000000,"[66,81,100,81,66,100,66,100,54,100,54,66]",2026-02-23,"Video, Image, Video Carousel, People also ask, See results about, AI overview",informational,Organic
area code 407,6,6,18100,34,0.00,https://www.dialpad.com/features/local-phone-numbers/407-area-code/,72,0,0.00,0,153000000,"[54,67,54,67,67,67,67,54,67,54,44,44]",2026-02-21,"Image pack, Video, People also ask, Related searches, Things to know, AI overview",informational,Organic
252 code area,5,5,12100,30,0.00,https://www.dialpad.com/features/local-phone-numbers/252-area-code/,72,0,0.00,0,154000000,"[1,0,0,0,100,44,36,0,0,36,29,44]",2026-02-17,"Image pack, Video, Image, People also ask, Related searches, AI overview",informational,Organic
205,10,9,18100,32,0.86,https://www.dialpad.com/features/local-phone-numbers/205-area-code/,72,0,61.00,0.06,1370000000,"[54,44,54,36,24,20,36,24,24,36,54,54]",2026-02-23,"Image pack, Video, Image, People also ask, AI overview",informational,Organic
code area 972,5,5,12100,28,0.00,https://www.dialpad.com/features/local-phone-numbers/972-area-code/,72,0,0.00,0,21200000,"[10,0,0,0,100,36,36,0,0,20,24,0]",2026-02-16,"Video, People also ask, Related searches, AI overview",informational,Organic
area code 949,6,6,18100,26,0.84,https://www.dialpad.com/features/local-phone-numbers/949-area-code/,72,0,60.00,0,42500000,"[66,100,66,66,66,66,81,66,66,66,36,54]",2026-02-22,"Image pack, People also ask, Related searches, Things to know, AI overview",informational,Organic
area code 202,8,8,22200,37,2.98,https://www.dialpad.com/features/local-phone-numbers/202-area-code/,66,0,196.00,0,565000000,"[36,44,44,66,36,54,44,54,44,54,54,36]",2026-02-13,"Image pack, Sitelinks, Video, People also ask, Related searches, Things to know, AI overview",informational,Organic
602,10,0,12100,34,1.73,https://www.dialpad.com/features/local-phone-numbers/602-area-code/,60,0,103.00,0.03,350000000,"[66,81,81,81,81,81,81,81,81,81,100,81]",2026-02-23,"Image pack, Video, Image, People also ask, See results about, AI overview",informational,Organic
972 code area,6,6,12100,29,0.00,https://www.dialpad.com/features/local-phone-numbers/972-area-code/,60,0,0.00,0,20100000,"[0,0,0,0,100,36,36,0,0,20,24,36]",2026-02-18,"Video, Image, People also ask, Related searches, AI overview",informational,Organic
how to record a phone call,4,4,12100,52,0.96,https://www.dialpad.com/blog/how-to-record-a-phone-call/,60,0,57.00,0.48,2730000000,"[44,44,44,81,66,66,54,44,44,54,54,36]",2026-02-21,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
area code usa california,10,10,12100,66,0.00,https://www.dialpad.com/features/local-phone-numbers/323-area-code/,60,0,0.00,0,788000000,"[0,0,0,0,100,81,81,0,3,29,54,54]",2026-02-16,"Video, People also ask, Related searches, AI overview",informational,Organic
area code 617,5,5,12100,27,1.03,https://www.dialpad.com/features/local-phone-numbers/617-857-area-code/,60,0,61.00,0,73000000,"[54,54,54,66,44,54,66,66,54,54,54,44]",2026-02-22,"Image pack, Sitelinks, Video, People also ask, Related searches, Things to know, AI overview",informational,Organic
rhode island area code 401,6,6,12100,26,0.00,https://www.dialpad.com/features/local-phone-numbers/401-area-code/,60,0,0.00,0,3330000,"[0,0,0,0,100,44,36,0,3,24,29,44]",2026-02-21,"Video, People also ask, Related searches, Things to know, AI overview",informational,Organic
area code for illinois chicago,10,10,12100,36,0.00,https://www.dialpad.com/features/local-phone-numbers/312-773-872-area-code/,60,0,0.00,0,224000000,"[0,0,100,0,81,81,81,0,66,54,66,0]",2026-02-18,"Knowledge panel, Sitelinks, Image, People also ask, Related searches, AI overview",informational,Organic
us area code texas,11,11,14800,47,0.00,https://www.dialpad.com/features/local-phone-numbers/956-area-code/,59,0,0.00,0,527000000,"[2,0,100,81,67,67,36,0,3,29,54,54]",2026-02-22,"Video, People also ask, Related searches, AI overview",informational,Organic
415,8,8,14800,38,0.00,https://www.dialpad.com/features/local-phone-numbers/415-area-code/,59,0,0.00,0.03,519000000,"[81,54,44,54,66,81,100,81,66,81,100,66]",2026-02-21,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, AI overview",informational,Organic
houston code area,11,11,14800,31,0.00,https://www.dialpad.com/features/local-phone-numbers/832-area-code/,59,0,0.00,0,130000000,"[2,0,100,100,81,81,44,36,4,36,66,66]",2026-02-17,"Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
location of area code 919,12,12,18100,25,0.00,https://www.dialpad.com/features/local-phone-numbers/919-984-area-code/,54,0,0.00,0,16500000,"[0,0,0,5,81,36,100,0,0,36,16,0]",2026-02-18,"People also ask, Related searches, See results about, AI overview",informational,Organic
los angeles area code,10,10,18100,35,0.00,https://www.dialpad.com/features/local-phone-numbers/213-area-code/,54,0,0.00,0,573000000,"[67,100,44,54,36,54,44,44,54,44,54,54]",2026-02-18,"Image pack, Video, People also ask, Related searches, AI overview",informational,Organic
267 phone prefix,10,10,18100,32,0.61,https://www.dialpad.com/features/local-phone-numbers/267-area-code/,54,0,32.00,0,4840000,"[1,0,1,5,81,36,100,0,2,30,16,36]",2026-02-17,"Image pack, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
phone numbers,6,6,18100,54,2.80,https://www.dialpad.com/features/local-phone-numbers/,54,0,151.00,0.06,1310000000,"[54,54,67,67,54,54,54,81,54,54,81,44]",2026-02-23,"Image pack, Video, Ads bottom, Video Carousel, People also ask, Related searches, Things to know","commercial, informational",Organic
houston area code,13,50,18100,31,0.00,https://www.dialpad.com/features/local-phone-numbers/832-area-code/,54,0,0.00,0,475000000,"[81,100,54,81,54,54,54,66,66,54,54,29]",2026-02-23,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
area code 717 pa,12,1,33100,22,0.00,https://www.dialpad.com/features/local-phone-numbers/717-area-code/,49,0,0.00,0,6700000,"[0,0,66,100,66,29,81,0,1,13,20,24]",2026-02-23,"Sitelinks, Video, Image, People also ask, Related searches, Things to know, AI overview",informational,Organic
voip,10,10,33100,84,13.24,https://www.dialpad.com/glossary/what-is-voip/,49,0,648.00,0.51,72400000,"[44,54,54,54,54,44,54,44,30,44,44,44]",2026-02-17,"Knowledge panel, Video, Video Carousel, People also ask, Related searches, See results about, Things to know, AI overview",informational,Organic
virtual assistant,14,14,33100,69,7.33,https://www.dialpad.com/blog/ai-virtual-assistant/,49,0,359.00,0.04,547000000,"[30,36,30,36,36,44,36,44,30,24,66,100]",2026-02-17,"Sitelinks, Video, Ads bottom, Video Carousel, People also ask, Related searches, Things to know, Ads middle, AI overview","commercial, informational",Organic
area code 916,6,6,12100,35,0.00,https://www.dialpad.com/features/local-phone-numbers/916-area-code/,48,0,0.00,0,44500000,"[54,54,81,66,54,54,44,54,44,54,44,44]",2026-02-17,"Image pack, Video, People also ask, Related searches, Things to know, AI overview",informational,Organic
619,8,8,12100,47,1.47,https://www.dialpad.com/features/local-phone-numbers/619-area-code/,48,0,70.00,0.01,312000000,"[100,66,81,66,81,81,100,81,100,81,81,81]",2026-02-22,"Knowledge panel, Video, Image, Video Carousel, People also ask, AI overview",informational,Organic
area code 317,5,5,12100,31,0.00,https://www.dialpad.com/features/local-phone-numbers/317-area-code/,48,0,0.00,0,128000000,"[36,44,44,54,44,44,44,54,44,54,54,44]",2026-02-17,"Image pack, Video, People also ask, Related searches, Things to know, AI overview",informational,Organic
area code 205,7,7,14800,34,0.00,https://www.dialpad.com/features/local-phone-numbers/205-area-code/,44,0,0.00,0,362000000,"[44,44,54,54,54,54,44,54,54,54,44,36]",2026-02-22,"Image pack, Video, People also ask, Related searches, Things to know, AI overview",informational,Organic
area code 312,8,8,14800,28,0.00,https://www.dialpad.com/features/local-phone-numbers/312-773-872-area-code/,44,0,0.00,0,167000000,"[54,66,54,54,44,36,54,54,54,54,44,44]",2026-02-22,"Knowledge panel, Sitelinks, Video, People also ask, Related searches, Things to know, AI overview",informational,Organic
area code for california los angeles,10,10,14800,35,0.00,https://www.dialpad.com/features/local-phone-numbers/310-area-code/,44,0,0.00,0,569000000,"[0,2,100,81,100,81,36,0,3,29,54,54]",2026-02-22,"Image pack, Video, People also ask, Related searches, AI overview",informational,Organic
jitter,19,19,27100,58,1.72,https://www.dialpad.com/blog/jitter/,40,0,68.00,0.01,10400000,"[36,36,54,44,44,36,36,24,44,44,54,54]",2026-02-18,"Knowledge panel, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
area code for usa california,12,12,12100,70,0.00,https://www.dialpad.com/features/local-phone-numbers/323-area-code/,36,0,0.00,0,348000000,"[2,0,100,81,100,67,24,0,1,29,54,0]",2026-02-18,"Image pack, Video, People also ask, Related searches, AI overview",informational,Organic
telephone code 206,11,11,12100,28,0.00,https://www.dialpad.com/features/local-phone-numbers/206-area-code/,36,0,0.00,0,18000000,"[0,0,0,0,0,81,100,0,0,0,24,0]",2026-02-22,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
fake phone number,18,18,12100,67,0.97,https://www.dialpad.com/features/virtual-phone-number/,36,0,34.00,0.17,1510000000,"[54,54,44,44,44,36,44,36,36,29,29,29]",2026-02-17,"Image pack, Sitelinks, Video, Related searches",informational,Organic
area code 650,9,9,12100,23,0.00,https://www.dialpad.com/features/local-phone-numbers/650-area-code/,36,0,0.00,0,184000000,"[44,29,29,24,24,24,36,44,44,36,24,29]",2026-02-22,"Image pack, People also ask, Related searches, Things to know, AI overview",informational,Organic
area code 571,16,16,12100,15,0.00,https://www.dialpad.com/features/local-phone-numbers/703-571-area-code/,36,0,0.00,0,94800000,"[36,36,36,44,44,36,44,36,44,36,44,29]",2026-02-21,"Sitelinks, Video, Related searches, See results about, AI overview",informational,Organic
area code 206 washington state,8,8,12100,27,0.00,https://www.dialpad.com/features/local-phone-numbers/206-area-code/,36,0,0.00,0,59900000,"[0,0,0,0,0,81,100,0,0,0,24,0]",2026-02-21,"Sitelinks, Video, People also ask, Related searches, Things to know, AI overview",informational,Organic
atlanta area code,11,11,12100,35,0.00,https://www.dialpad.com/features/local-phone-numbers/470-area-code/,36,0,0.00,0,305000000,"[81,100,54,66,66,54,66,66,66,66,54,54]",2026-02-17,"Image pack, People also ask, Related searches, AI overview",informational,Organic
video call and,9,9,12100,91,0.80,https://www.dialpad.com/features/video-call/,36,0,28.00,0.18,5260000000,"[4,0,66,100,81,81,44,0,4,36,66,81]",2026-02-20,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
fax,19,19,49500,87,3.98,https://www.dialpad.com/features/virtual-fax/,34,0,135.00,0.44,648000000,"[66,81,66,81,66,81,66,66,66,66,66,66]",2026-02-17,"Video, Image, People also ask, Related searches, See results about, Things to know, AI overview",commercial,Organic
visual voicemail,11,11,22200,53,0.60,https://www.dialpad.com/features/voicemail/,33,0,19.00,0.02,29400000,"[36,36,36,44,44,54,54,54,44,44,44,44]",2026-02-21,"Sitelinks, Video, Video Carousel, People also ask, Related searches, See results about, Things to know, AI overview",informational,Organic
phone call,16,16,18100,78,2.81,https://www.dialpad.com/features/call-from-browser/,27,0,75.00,0.11,7180000000,"[54,54,66,100,66,81,44,54,54,81,66,54]",2026-02-17,"Image pack, Video, Image, People also ask, Related searches, AI overview",informational,Organic
videochat,20,20,18100,90,0.75,https://www.dialpad.com/features/video-chat/,27,0,20.00,0.29,75500000,"[24,24,24,20,24,30,24,24,24,8,16,16]",2026-02-22,"Video, Related searches, Things to know","commercial, informational",Organic
407,5,5,14800,60,0.00,https://www.dialpad.com/features/local-phone-numbers/407-area-code/,26,0,0.00,0.03,487000000,"[66,54,66,54,66,66,81,100,66,81,81,81]",2026-02-22,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, People also ask, AI overview","informational, navigational",Organic
ivr,16,16,14800,47,11.72,https://www.dialpad.com/features/interactive-voice-response/,22,0,257.00,0.13,15500000,"[44,44,36,44,36,36,44,36,29,36,36,29]",2026-02-18,"Knowledge panel, Sitelinks, Video, Ads bottom, Video Carousel, Related searches, Things to know, Ads middle, AI overview",informational,Organic
area code los angeles usa,18,18,14800,36,0.00,https://www.dialpad.com/features/local-phone-numbers/310-area-code/,22,0,0.00,0,247000000,"[2,0,100,81,100,67,36,0,3,29,54,54]",2026-02-15,"Video, People also ask, Related searches, Short videos, AI overview",informational,Organic
408,13,10,14800,54,1.51,https://www.dialpad.com/features/local-phone-numbers/408-area-code/,22,0,33.00,0.03,452000000,"[81,66,100,81,66,66,100,81,81,81,66,81]",2026-02-23,"Image pack, Video, Image, Video Carousel, People also ask, AI overview",informational,Organic
415,12,12,14800,38,0.00,https://www.dialpad.com/features/local-phone-numbers/415-area-code/,22,0,0.00,0.03,519000000,"[81,54,44,54,66,81,100,81,66,81,100,66]",2026-02-21,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, AI overview",informational,Organic
area code in usa california,15,15,14800,70,0.00,https://www.dialpad.com/features/local-phone-numbers/323-area-code/,22,0,0.00,0,793000000,"[2,0,100,81,100,67,24,0,3,29,54,54]",2026-02-16,"Image pack, Video, People also ask, Related searches, See results about, AI overview",informational,Organic
area code 570 pa,16,16,14800,21,0.00,https://www.dialpad.com/features/local-phone-numbers/570-area-code/,22,0,0.00,0,8740000,"[1,0,0,54,100,44,36,0,3,36,24,44]",2026-02-15,"Image pack, Image, Related searches, Things to know, AI overview",informational,Organic
us area code los angeles,16,16,14800,39,0.00,https://www.dialpad.com/features/local-phone-numbers/310-area-code/,22,0,0.00,0,205000000,"[2,0,100,81,100,67,36,0,3,29,54,54]",2026-02-15,"Sitelinks, Video, Featured snippet, People also ask, Related searches, Short videos",informational,Organic
how to block a number on a,10,10,14800,52,0.31,https://help.dialpad.com/docs/block-a-number,22,0,6.00,0.05,2690000000,"[54,16,1,81,100,67,24,0,3,29,54,54]",2026-02-21,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
area code for los angeles usa,17,17,14800,38,0.00,https://www.dialpad.com/features/local-phone-numbers/310-area-code/,22,0,0.00,0,1150000000,"[2,0,100,81,100,67,36,0,3,29,54,54]",2026-02-21,"Sitelinks, Video, People also ask, Related searches, Short videos, AI overview",informational,Organic
44 area code,17,17,12100,37,0.00,https://www.dialpad.com/uk/blog/uk-phone-number-format/,18,0,0.00,0,1130000000,"[24,29,100,66,24,29,29,29,36,36,66,29]",2026-02-18,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
mobile with apps,17,17,12100,53,2.29,https://www.dialpad.com/blog/mobile-apps-for-business/,18,0,41.00,0.1,2050000000,"[66,66,44,44,1,1,3,0,1,0,0,0]",2026-02-18,"Image pack, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
area code 703,13,13,12100,28,0.00,https://www.dialpad.com/features/local-phone-numbers/703-571-area-code/,18,0,0.00,0,65900000,"[29,36,36,36,29,36,36,36,36,36,36,29]",2026-02-18,"Image pack, Sitelinks, Video, People also ask, Related searches, See results about, AI overview",informational,Organic
phone code of los angeles,13,13,12100,35,0.00,https://www.dialpad.com/features/local-phone-numbers/213-area-code/,18,0,0.00,0,755000000,"[2,0,0,81,100,67,36,0,3,29,54,54]",2026-02-18,"Image pack, Video, People also ask, Related searches, Short videos, AI overview",informational,Organic
los angeles area phone code,12,12,12100,31,0.00,https://www.dialpad.com/features/local-phone-numbers/213-area-code/,18,0,0.00,0,733000000,"[0,0,0,3,100,67,36,0,54,29,54,54]",2026-02-17,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
area code los angeles usa,20,20,14800,36,0.00,https://www.dialpad.com/features/local-phone-numbers/310-area-code/,10,0,0.00,0,247000000,"[2,0,100,81,100,67,36,0,3,29,54,54]",2026-02-15,"Video, People also ask, Related searches, Short videos, AI overview",informational,Organic
how to block a number on a,18,18,14800,52,0.31,https://help.dialpad.com/docs/block-a-number,10,0,3.00,0.05,2690000000,"[54,16,1,81,100,67,24,0,3,29,54,54]",2026-02-21,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
code regional 202,17,17,12100,25,2.98,https://www.dialpad.com/features/local-phone-numbers/202-area-code/,8,0,23.00,0,156000000,"[1,0,0,0,0,81,100,0,0,0,0,0]",2026-02-17,"Video, Image, Video Carousel, People also ask, Related searches, Things to know, AI overview","commercial, informational",Organic
potential spam,20,18,12100,23,0.57,https://help.dialpad.com/docs/how-to-prevent-being-flagged-as-a-spam-caller,8,0,4.00,0.01,136000000,"[19,16,19,24,44,81,81,100,100,66,66,54]",2026-02-23,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Things to know, AI overview",informational,Organic
717,15,15,12100,51,0.90,https://www.dialpad.com/features/local-phone-numbers/717-area-code/,7,0,6.00,0.02,280000000,"[81,54,66,54,66,66,81,81,81,66,66,66]",2026-02-21,"Sitelinks, Video, Image, People also ask, AI overview",informational,Organic
